ROAD_NO,ROAD_TYPE,ROAD_NAME,SECTION_START,SECTION_END,WIDTH,LENGTH,ANNOUNCE_DATE,DISTRICT,DEPARTMENT,ROAD_OWNER
284,ถนน,สุขุมวิท 71 (ถนนปรีดี พนมยงค์),คลองตัน,สี่แยกคลองตัน,28.50,0.39,1984-06-28,สวนหลวง,สำนักการโยธา,กรุงเทพมหานคร
285,ถนน,สุขุมวิท 77 (ซอยอ่อนนุช),ถนนสุขุมวิท,คลองบ้านสวน,16.00-21.00,2.56,1984-06-28,วัฒนา,สำนักการโยธา,กรุงเทพมหานคร
285,ถนน,สุขุมวิท 77 (ซอยอ่อนนุช),ซอยอ่อนนุช 3 (คลองบางนางจีน),คลองพระโขนง (คลองหนองบอน),10.00-18.50,4.735,1984-06-28,สวนหลวง,สำนักการโยธา,กรุงเทพมหานคร
285,ถนน,สุขุมวิท 77 (ซอยอ่อนนุช),คลองพระโขนง (คลองหนองบอน),คลองหนองปรือ,9.00,5.698,1984-06-28,ประเวศ,สำนักการโยธา,กรุงเทพมหานคร
286,ถนน,สุขุมวิท 103 (ซอยอุดมสุข),ถนนสุขุมวิท,คลองเคล็ด,19.00-25.00,3.5,2000-10-12,บางนา,สำนักการโยธา,กรุงเทพมหานคร
286,ถนน,สุขุมวิท 103 (ซอยอุดมสุข),สุดเขตพื้นที่ (คลองเคล็ด),ถนนศรีนครินทร์,22.60-25.00,0.605,2012-09-14,ประเวศ,สำนักการโยธา,กรุงเทพมหานคร
287,ถนน,สุขุมวิท 105 (ซอยลาซาล),ถนนสุขุมวิท,สุดเขตกรุงเทพมหานคร (ถนนศรีนครินทร์),10.00-24.00,4.8,1998-09-25,บางนา,สำนักการโยธา,กรุงเทพมหานคร
288,ถนน,สุขุมวิท 107 (ซอยแบริ่ง),ถนนสุขุมวิท,สุดเขตกรุงเทพมหานคร,17.00,0.069,2000-10-12,บางนา,สำนักการโยธา,กรุงเทพมหานคร
289,ถนน,ถนนสุโขทัย,ถนนสวรรคโลก,ถนนสามเสน,26.50,2.025,1984-01-25,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
289,ถนน,ถนนสุโขทัย,ถนนสามเสน,แม่น้ำเจ้าพระยา,16.50,0.54,1984-01-25,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
290,ถนน,ถนนสุคนธสวัสดิ์,ซอยเสมอดามาพงษ์ (สี่แยกโรงไม้),ถนนเกษตร-นวมินทร์,20.00,2.21,2005-02-11,ลาดพร้าว,สำนักการโยธา,กรุงเทพมหานคร
290,ถนน,ถนนสุคนธสวัสดิ์,ถนนเกษตร-นวมินทร์,ถนนประดิษฐ์มนูธรรม,20.00,1.375,2005-02-11,ลาดพร้าว,สำนักการโยธา,กรุงเทพมหานคร
290,ถนน,ถนนสุคนธสวัสดิ์,ถนนประดิษฐ์มนูธรรม,ถนนนวลจันทร์,20.00,0.3,2005-06-17,บึงกุ่ม,สำนักการโยธา,กรุงเทพมหานคร
291,ถนน,ถนนสุคันธาราม,ถนนสวรรคโลก,ถนนพระรามที่ 5,18.00,0.756,1984-01-25,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
292,ถนน,ถนนสุทธิสารวินิจฉัย,ถนนพหลโยธิน,ถนนวิภาวดีรังสิต,13.00,1.433,1984-10-05,พญาไท,สำนักการโยธา,กรุงเทพมหานคร
292,ถนน,ถนนสุทธิสารวินิจฉัย,ถนนวิภาวดีรังสิต,ทางแยกไปห้วยขวาง,11.00,0.51,1984-10-05,ดินแดง,สำนักการโยธา,กรุงเทพมหานคร
292,ถนน,ถนนสุทธิสารวินิจฉัย,ทางแยกไปห้วยขวาง,ซอยจิปดำริห์,10.50,0.4,1984-10-05,ดินแดง,สำนักการโยธา,กรุงเทพมหานคร
292,ถนน,ถนนสุทธิสารวินิจฉัย,ซอยจิปดำริห์,ซอยถนอมจิต,8.50,0.147,1984-10-05,ดินแดง,สำนักการโยธา,กรุงเทพมหานคร
292,ถนน,ถนนสุทธิสารวินิจฉัย,ซอยถนอมจิต,ถนนรัชดาภิเษก,8.50,0.24,1984-10-05,ดินแดง,สำนักการโยธา,กรุงเทพมหานคร
292,ถนน,ถนนสุทธิสารวินิจฉัย,ถนนรัชดาภิเษก,ซอยประภาศิริ,8.50,0.88,1984-10-05,ห้วยขวาง,สำนักการโยธา,กรุงเทพมหานคร
292,ถนน,ถนนสุทธิสารวินิจฉัย,ซอยประภาศิริ,ซอยอาภาศิริ,8.00,0.137,1984-10-05,ห้วยขวาง,สำนักการโยธา,กรุงเทพมหานคร
293,ถนน,ถนนสุนทรโกษา,ถนนพระรามที่ 4,แยกกรมศุลกากร,33.00-41.80,1.16,2004-06-28,คลองเตย,สำนักการโยธา,กรุงเทพมหานคร
294,ถนน,ถนนสุรวงค์,ถนนพระรามที่ 4,ถนนเจริญกรุง,17.30,1.948,2012-03-22,บางรัก,สำนักการโยธา,กรุงเทพมหานคร
295,ถนน,ถนนสุรศักดิ์,ถนนสาทรเหนือ,ถนนสีลม,15.00-17.70,0.45,2012-03-22,บางรัก,สำนักการโยธา,กรุงเทพมหานคร
296,ถนน,ถนนเสนานิคม 1,ถนนพหลโยธิน,คลองลาดพร้าว,14.00-15.00,2.14,1993-02-12,จตุจักร,สำนักการโยธา,กรุงเทพมหานคร
296,ถนน,ถนนเสนานิคม 1,คลองลาดพร้าว,หมู่บ้านเสนานิเวศน์ 1 (บ้านเลขที่ 48/22),12.00-22.00,1.23,2003-06-09,ลาดพร้าว,สำนักการโยธา,กรุงเทพมหานคร
297,ถนน,ถนนเสรีไทย,สี่แยกหน้าเขตบางกะปิ,ถนนศรีบูรพา,30.00,1.15,2005-06-17,บางกะปิ,สำนักการโยธา,กรุงเทพมหานคร
297,ถนน,ถนนเสรีไทย,ถนนศรีบูรพา,คลองระหัส (สุดพื้นที่เขต),30.00,2.85,2005-06-17,บึงกุ่ม,สำนักการโยธา,กรุงเทพมหานคร
297,ถนน,ถนนเสรีไทย,คลองระหัส (สุดพื้นที่เขต),ถนนวงแหวนรอบนอกตะวันออก (กาญจนาภิเษก),30.00,0.9,2005-10-07,คันนายาว,สำนักการโยธา,กรุงเทพมหานคร
297,ถนน,ถนนเสรีไทย,ถนนวงแหวนรอบนอกตะวันออก (กาญจนาภิเษก),คลองบางชัน (สุดพื้นที่เขต),30.00,2.4,2005-10-07,คันนายาว,สำนักการโยธา,กรุงเทพมหานคร
297,ถนน,ถนนเสรีไทย,สุดพื้นที่เขต (คลองบางชัน),สี่แยกมีนบุรี (ถนนรามอินทรา),30.00,1.805,2005-05-20,มีนบุรี,สำนักการโยธา,กรุงเทพมหานคร
298,ถนน,ถนนเสือป่า,ถนนเจริญกรุง,ถนนเจ้าคำรพ,19.50,0.22,1985-04-25,ป้อมปราบศัตรูพ่าย,สำนักการโยธา,กรุงเทพมหานคร
298,ถนน,ถนนเสือป่า,ถนนเจ้าคำรพ,ถนนหลวง,20.00,0.18,1985-04-25,ป้อมปราบศัตรูพ่าย,สำนักการโยธา,กรุงเทพมหานคร
299,ถนน,ถนนแสมดำ,ถนนพระรามที่ 2 (ถนนธนบุรี-ปากท่อ),คลองสนามไชย,30.00,2.95,1985-07-04,บางขุนเทียน,สำนักการโยธา,กรุงเทพมหานคร
300,ถนน,ถนนหทัยมิตร,ถนนนิมิตรใหม่,ถนนหทัยราษฏร์,19.00,1.1,2001-11-08,คลองสามวา,สำนักการโยธา,กรุงเทพมหานคร
301,ถนน,ถนนหทัยราษฎร์,ถนนสุวินทวงศ์,คลองสาม,30.00,7,1985-09-12,"มีนบุรี,คลองสามวา",สำนักการโยธา,กรุงเทพมหานคร
302,ถนน,ถนนหนองแขม-วัดศรีนวล,ถนนเลียบคลองภาษีเจริญฝั่งใต้,คลองหนามแดง,7.40-12.00,2.237,2003-03-13,หนองแขม,สำนักการโยธา,กรุงเทพมหานคร
303,ถนน,ถนนหน้าพระธาตุ,ถนนหน้าพระลาน,ถนนราชินี,23.30-30.50,0.775,1999-01-08,พระนคร,สำนักการโยธา,กรุงเทพมหานคร
304,ถนน,ถนนหน้าพระลาน,ถนนสนามไชย,แม่น้ำเจ้าพระยา,21.00,0.566,1983-12-22,พระนคร,สำนักการโยธา,กรุงเทพมหานคร
305,ถนน,ถนนหลวง,ถนนกรุงเกษม,ถนนยุคล 2,21.00,0.622,1984-05-22,ป้อมปราบศัตรูพ่าย,สำนักการโยธา,กรุงเทพมหานคร
305,ถนน,ถนนหลวง,ถนนยุคล 2,สะพานระพีรัตนภาค (คลองโอ่งอ่าง),21.00,0.674,1984-05-22,ป้อมปราบศัตรูพ่าย,สำนักการโยธา,กรุงเทพมหานคร
305,ถนน,ถนนหลวง,สะพานระพีรัตนภาค (คลองโอ่งอ่าง),ถนนมหาไชย,23.50,0.076,1984-05-22,พระนคร,สำนักการโยธา,กรุงเทพมหานคร
306,ถนน,ถนนหลวงแพ่ง,คลองหัวตะเข้,คลองกาหลง,30.00,7.14,1985-08-16,ลาดกระบัง,สำนักการโยธา,กรุงเทพมหานคร
307,ถนน,ถนนหลังสวน,ซอยสารสิน,ถนนเพลินจิต,16.90-17.50,1.06,2010-02-03,ปทุมวัน,สำนักการโยธา,กรุงเทพมหานคร
308,ถนน,ถนนหลานหลวง,สะพานผ่านฟ้าลีลาศ,สะพานจตุรพักตรรังสฤษฏ์,25.50,1.09,1984-01-25,ป้อมปราบศัตรูพ่าย,สำนักการโยธา,กรุงเทพมหานคร
308,ถนน,ถนนหลานหลวง,สะพานจตุรภักรรังสฤษดิ์,สี่แยกยมราช,28.00,0.45,1984-01-25,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
309,ถนน,ถนนอนามัยงามเจริญ (พระรามที่ 2 ซอย 47),ถนนพระรามที่ 2 (ถนนธนบุรี-ปากท่อ),วัดท่าข้าม (คลองรางสะแก),16.00,5.02,1985-05-10,บางขุนเทียน,สำนักการโยธา,กรุงเทพมหานคร
310,ถนน,ถนนอนุวงศ์,ถนนราชวงศ์,ถนนมหาจักร,10.00-11.00,0.188,2004-07-12,สัมพันธวงศ์,สำนักการโยธา,กรุงเทพมหานคร
311,ถนน,ถนนอยู่เย็น,ถนนประดิษฐ์มนูธรรม,สุดพื้นที่เขตลาดพร้าว (คลองตาเร่ง),20.00,0.34,2003-06-09,ลาดพร้าว,สำนักการโยธา,กรุงเทพมหานคร
311,ถนน,ถนนอยู่เย็น,สุดพื้นที่เขตบางเขน (คลองตาเร่ง),ถนนรามอินทรา,20.00,1.27,2009-11-04,บางเขน,สำนักการโยธา,กรุงเทพมหานคร
312,ถนน,ถนนอยู่วิทยา,ถนนสังฆสันติสุข,ถนนสุวินทวงศ์,8.00-30.00,5.28,1993-06-30,หนองจอก,สำนักการโยธา,กรุงเทพมหานคร
313,ถนน,ถนนอรุณอมรินทร์,ถนนประชาธิปก,คลองบางกอกใหญ่ (สุดเขตพื้นที่),23.00,0.943,2000-01-31,ธนบุรี,สำนักการโยธา,กรุงเทพมหานคร
313,ถนน,ถนนอรุณอมรินทร์,ถนนวังเดิม,ตรอกเสมียนจ๋าย (สะพานคลองมอญ),7.00-23.00,1.169,1985-01-31,บางกอกใหญ่,สำนักการโยธา,กรุงเทพมหานคร
313,ถนน,ถนนอรุณอมรินทร์,คลองมอญ (สุดพื้นที่เขต),เขตทางรถไฟ,22.90-23.10,1.45,2010-06-14,บางกอกน้อย,สำนักการโยธา,กรุงเทพมหานคร
313,ถนน,ถนนอรุณอมรินทร์,เขตทางรถไฟ,ถนนสมเด็จพระปิ่นเกล้า,23.00-40.00,0.952,2003-01-31,บางกอกน้อย,สำนักการโยธา,กรุงเทพมหานคร
313,ถนน,ถนนอรุณอมรินทร์,ถนนสมเด็จพระปิ่นเกล้า,จรัญสนิทวงศ์ 40 (ซอยอัศวมิตร),40.00-230.00,0.385,2005-03-04,บางพลัด,สำนักการโยธา,กรุงเทพมหานคร
313,ถนน,ถนนอรุณอมรินทร์,ซอยอรุณอมรินทร์ 49,จุดกลับรถใต้สะพานพระราม 8,40.00-64.00,0.7665,2019-05-29,บางพลัด,สำนักการโยธา,กรุงเทพมหานคร
314,ถนน,ถนนอโศก-ดินแดง,ถนนเพชรบุรี,ถนนรัชดาภิเษก,30.00,0.77,1985-03-04,ราชเทวี,สำนักการโยธา,กรุงเทพมหานคร
314,ถนน,ถนนอโศก-ดินแดง,ถนนรัชดาภิเษก,ถนนประชาสงเคราะห์,30.00,1.26,1985-03-04,ดินแดง,สำนักการโยธา,กรุงเทพมหานคร
315,ถนน,ถนนอังรีดูนังต์,ถนนพระรามที่ 4,ถนนพระรามที่ 1,36.00-41.00,1.6,2010-09-09,ปทุมวัน,สำนักการโยธา,กรุงเทพมหานคร
316,ถนน,ถนนอัษฎางค์,ถนนราชดำเนินกลาง,ถนนจักรเพชร,17.00,1.65,1984-05-22,พระนคร,สำนักการโยธา,กรุงเทพมหานคร
317,ถนน,ถนนอำนวยสงคราม,ถนนสามเสน,ถนนพระรามที่ 5,20.00,1.234,1983-10-11,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
318,ถนน,ถนนอินทรพิทักษ์,อนุสาวรีย์สมเด็จ พระเจ้าตากสิน,สะพานเนาวจำเนียร,30.50,0.617,1984-08-20,ธนบุรี,สำนักการโยธา,กรุงเทพมหานคร
319,ถนน,ถนนอินทราวาส,ถนนพุทธมณฑลสาย 1,สุดเขตทาง (บ้านเลขที่ 39/1-2),12.00-16.00,2.25,2005-03-04,ตลิ่งชัน,สำนักการโยธา,กรุงเทพมหานคร
320,ถนน,ถนนอินทาปัจ (ซอยเพชรเกษม 69),ถนนเพชรเกษม,คลองภาษีเจริญ,16.00,1.937,1986-03-04,หนองแขม,สำนักการโยธา,กรุงเทพมหานคร
321,ถนน,ถนนอิสรภาพ,ถนนลาดหญ้า,ถนนประชาธิปก,22.00,0.76,1984-10-05,คลองสาน,สำนักการโยธา,กรุงเทพมหานคร
321,ถนน,ถนนอิสรภาพ,ถนนประชาธิปก,กลางสะพานเจริญพาสน์,23.00,0.972,1985-10-05,ธนบุรี,สำนักการโยธา,กรุงเทพมหานคร
321,ถนน,ถนนอิสรภาพ,กลางสะพานเจริญพาสน์ (สะพานเจริญพาสน์),กลางสะพาน ร.ร.ชิโนรสฯ (สะพานคลองมอญ),21.50,1.395,1984-10-05,บางกอกใหญ่,สำนักการโยธา,กรุงเทพมหานคร
321,ถนน,ถนนอิสรภาพ,คลองมอญ (สุดพื้นที่เขต),ถนนวัดสุทธาวาส,22.90-24.10,1.62,2010-06-14,บางกอกน้อย,สำนักการโยธา,กรุงเทพมหานคร
322,ถนน,ถนนอุณากรรณ,ถนนเจริญกรุง,ถนนบำรุงเมือง,13.30-20.00,0.446,2005-08-19,พระนคร,สำนักการโยธา,กรุงเทพมหานคร
323,ถนน,ถนนอู่ทองนอก,ถนนราชสีมา,ถนนสามเสน,20.00,0.37,2005-10-07,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
324,ถนน,ถนนอู่ทองใน,ถนนราชวิถี,ถนนอู่ทองใน (ช่วง 2),30.00-37.00,0.32,2005-10-07,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
324,ถนน,ถนนอู่ทองใน,พิพิธภัณฑ์พระที่นั่งวิมานเมฆ,ลานพระบรมรูปทรงม้า,29.00-31.00,0.42,2005-10-07,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
325,ถนน,ถนนเอกชัย,สะพานบางขุนเทียน,สุดเขต (คลองวัดสิงห์),14.30-17.30,2.8,2010-03-31,จอมทอง,สำนักการโยธา,กรุงเทพมหานคร
326,ถนน,ถนนแฮปปี้แลนด์สาย 1,ถนนลาดพร้าว,สุดซอยสาธารณะ (ตึกแถวเลขที่ 249),20.00,0.67,2001-08-06,บางกะปิ,สำนักการโยธา,กรุงเทพมหานคร
327,ตรอก,ตรอกไกร,ถนนทรงวาด 2,แม่น้ำเจ้าพระยา,15.40-21.90,0.105,2024-04-04,สัมพันธวงศ์,สำนักการโยธา,กรุงเทพมหานคร
328,ซอย,จันทน์ 18/7 (ซอยเซนต์หลุยส์ 3),ถนนจันทน์,สาทร 11 (ซอยเซนต์หลุยส์ 3),11.60-17.20,0.835,2010-05-04,สาทร,สำนักการโยธา,กรุงเทพมหานคร
329,ซอย,จันทน์ 43 (ซอยวัดไผ่เงิน),ซอยทวีสิทธิ์,สุดซอย (รร.สารสาสน์เอกตรา),7.60-17.00,0.61,2004-10-22,บางคอแหลม,สำนักการโยธา,กรุงเทพมหานคร
329,ซอย,จันทน์ 43 (ซอยวัดไผ่เงิน),ถนนจันทน์,วัดไผ่เงิน,9.80-10.65,1.1,2010-05-04,สาทร,สำนักการโยธา,กรุงเทพมหานคร
329,ซอย,จันทน์ 43 (ซอยวัดไผ่เงิน),จันทน์ 43 แยก 14,จันทน์ 43 แยก 45,10.30-15.50,1.03,2024-01-19,บางคอแหลม,สำนักการโยธา,กรุงเทพมหานคร
330,ซอย,เจริญกรุง 107 (ซอยประดู่ 1),ถนนเจริญกรุง,คลองมะนาว,7.50-11.80,3.25,2002-04-26,บางคอแหลม,สำนักการโยธา,กรุงเทพมหานคร
331,ซอย,ซอยแฉล้มนิมิตร,เจริญกรุง 107 (ซอยประดู่ 1),คลองขวาง,20.00,0.8,2002-04-26,บางคอแหลม,สำนักการโยธา,กรุงเทพมหานคร
332,ซอย,ท่าข้าม 7,ถนนท่าข้าม,คลองสนามชัย,6.50-7.00,0.3,2004-12-08,บางขุนเทียน,สำนักการโยธา,กรุงเทพมหานคร
333,ซอย,บางบอน 3 ซอย 5 (ซอยบ้านนายเหรียญ),ถนนบางบอน 4,ถนนบางบอน 3,10.90-12.80,1.6,2024-03-05,บางบอน,สำนักการโยธา,กรุงเทพมหานคร
334,ซอย,ประชาอุทิศ 90,ถนนประชาอุทิศ,สุดระยะ (อาคารสงเคราะห์ฯ กทม.),20.00,0.82,2011-07-25,ทุ่งครุ,สำนักการโยธา,กรุงเทพมหานคร
335,ซอย,พระรามที่ 2 ซอย 33,ถนนพระรามที่ 2,คลองตาสุก (สุดพื้นที่เขต),8.90-14.00,2.265,2010-03-31,จอมทอง,สำนักการโยธา,กรุงเทพมหานคร
336,ซอย,พหลโยธิน 18,ถนนพหลโยธิน,สุดซอย (บ้านเลขที่ 3/4),8.00-10.00,0.43,2001-10-16,จตุจักร,สำนักการโยธา,กรุงเทพมหานคร
337,ซอย,พหลโยธิน 18/1 (ซอยร่วมศิริมิตร),ถนนพหลโยธิน,คลองบางซื่อ,8.00-12.00,1.19,2001-10-24,จตุจักร,สำนักการโยธา,กรุงเทพมหานคร
338,ซอย,พหลโยธิน 30 (ซอยอาลาดิน),ถนนพหลโยธิน,โรงเรียนช่างฝีมือทหาร,7.30-8.30,0.51,2024-10-15,จตุจักร,สำนักการโยธา,กรุงเทพมหานคร
339,ซอย,พัฒนาการ 20 (ซอยสวนหลวง),ถนนพัฒนาการ,คลองบ้านป่า,11.70-14.00,1.45,2004-12-03,สวนหลวง,สำนักการโยธา,กรุงเทพมหานคร
340,ซอย,ถนนพาณิชยการธนบุรี (จรัญสนิทวงศ์ 13),ถนนจรัญสนิทวงศ์,คลองบางกอกใหญ่,12.00,0.93,1985-03-29,บางกอกใหญ่,สำนักการโยธา,กรุงเทพมหานคร
341,ซอย,เพชรเกษม 48,ถนนเพชรเกษม,ถนนสายบางแวก,9.00-12.00,3.432,1986-08-11,ภาษีเจริญ,สำนักการโยธา,กรุงเทพมหานคร
342,ซอย,เพชรเกษม 63 (ซอยวัดม่วง),ถนนเพชรเกษม,คลองบางแค,11.00-12.00,0.645,1986-08-11,"บางแค,ภาษีเจริญ",สำนักการโยธา,กรุงเทพมหานคร
343,ซอย,เพชรเกษม 77,ถนนเพชรเกษม,บ้านเลขที่ 28/5 ม.8,20.00,0.453,1984-12-24,หนองแขม,สำนักการโยธา,กรุงเทพมหานคร
344,ซอย,เพชรบุรี 31 (ซอยจารุรัตน์),ถนนเพชรบุรี,บ้านเลขที่ 1091/61,14.50,0.369,1984-10-05,ราชเทวี,สำนักการโยธา,กรุงเทพมหานคร
345,ซอย,"ถนนมหาดไทย (ลาดพร้าว 122, ซอยมหาดไทย 1)",ถนนลาดพร้าว,สุดซอย (คลองแสนแสบ),10.00-11.00,1.8,2000-06-09,วังทองหลาง,สำนักการโยธา,กรุงเทพมหานคร
346,ซอย,ลาดพร้าว 8,ถนนลาดพร้าว,ถนนวิภาวดีรังสิต,6.00-8.20,0.78,2024-10-15,จตุจักร,สำนักการโยธา,กรุงเทพมหานคร
347,ซอย,ลาดพร้าว 71 (ซอยสังคมสงเคราะห์เหนือ 1),ถนนลาดพร้าว,ซอยสังคมสงเคราะห์,22.00-24.00,0.95,2000-09-21,วังทองหลาง,สำนักการโยธา,กรุงเทพมหานคร
348,ซอย,สาทร 11 (เซ็นต์หลุยส์ 3),ถนนสาทรใต้,จันทน์ 18/7 (ซอยเซนต์หลุยส์ 3),11.10-12.80,0.825,2010-05-04,สาทร,สำนักการโยธา,กรุงเทพมหานคร
349,ซอย,สาทร 13 (เซนต์หลุยส์ 2),ถนนสาทรใต้,สาทร 11 (เซนต์หลุยส์ 3),4.00-9.00,0.79,2002-05-15,สาทร,สำนักการโยธา,กรุงเทพมหานคร
350,ซอย,สุขสวัสดิ์ 13,ถนนสุขสวัสดิ์,ถนนราษฎร์บูรณะ,8.00,0.477,2001-08-06,ราษฎร์บูรณะ,สำนักการโยธา,กรุงเทพมหานคร
351,ซอย,สุขสวัสดิ์ 27,ถนนสุขสวัสดิ์,คลองต้นตะโก,20.00,0.222,2001-07-20,ราษฎร์บูรณะ,สำนักการโยธา,กรุงเทพมหานคร
351,ซอย,สุขสวัสดิ์ 27,คลองต้นตะโก,วัดประเสริฐสุทราวาส,17.00,0.2,2001-07-20,ราษฎร์บูรณะ,สำนักการโยธา,กรุงเทพมหานคร
351,ซอย,สุขสวัสดิ์ 27,วัดประเสริฐสุทราวาส,ถนนราษฎร์บูรณะ,16.00,0.304,2001-07-20,ราษฎร์บูรณะ,สำนักการโยธา,กรุงเทพมหานคร
352,ซอย,สุขุมวิท 3 (ซอยนานาเหนือ),ถนนสุขุมวิท,คลองแสนแสบ,20.00,0.648,2004-07-12,วัฒนา,สำนักการโยธา,กรุงเทพมหานคร
352,ซอย,สุขุมวิท 3 (ซอยนานาเหนือ),ถนนสุขุมวิท,ถนนเพชรบุรี,16.00,0.892,1984-08-21,วัฒนา,สำนักการโยธา,กรุงเทพมหานคร
352,ซอย,สุขุมวิท 3 (ซอยนานาเหนือ),ถนนเพชรบุรี,คลองแสนแสบ,16.00,0.19,1984-08-21,ราชเทวี,สำนักการโยธา,กรุงเทพมหานคร
353,ซอย,สุขุมวิท 21 (ซอยอโศก),ถนนสุขุมวิท,ถนนเพชรบุรี,20.50,1.29,1984-08-21,วัฒนา,สำนักการโยธา,กรุงเทพมหานคร
353,ซอย,สุขุมวิท 21 (ซอยอโศก),ถนนเพชรบุรี,คลองแสนแสบ,20.50,0.095,1984-08-21,ราชเทวี,สำนักการโยธา,กรุงเทพมหานคร
354,ซอย,สุขุมวิท 22 (ซอยสายน้ำทิพย์),ถนนสุขุมวิท,ถนนพระรามที่ 4,10.50,1.5,1998-10-02,คลองเตย,สำนักการโยธา,กรุงเทพมหานคร
355,ซอย,สุขุมวิท 26 (ซอยอารีย์),ถนนสุขุมวิท,ถนนพระรามที่ 4,11.90-13.00,1.36,2010-05-04,คลองเตย,สำนักการโยธา,กรุงเทพมหานคร
356,ซอย,สุขุมวิท 39 (ซอยพร้อมพงษ์),ถนนสุขุมวิท,บ้านเลขที่ 159,10.50-12.00,1.755,1984-08-21,วัฒนา,สำนักการโยธา,กรุงเทพมหานคร
356,ซอย,สุขุมวิท 39 (ซอยพร้อมพงษ์),ถนนเพชรบุรีตัดใหม่,คลองแสนแสบ,18.00-20.00,0.12,2017-12-29,ห้วยขวาง,สำนักการโยธา,กรุงเทพมหานคร
357,ซอย,สุขุมวิท 40 (บ้านกล้วยใต้),ถนนสุขุมวิท,ถนนพระรามที่ 4,6.90,1.16,1998-10-02,คลองเตย,สำนักการโยธา,กรุงเทพมหานคร
358,ซอย,สุขุมวิท 42 (ซอยกล้วยน้ำไท),ถนนสุขุมวิท,ถนนทางรถไฟสายเก่าปากน้ำ,11.78-30.80,1.097,2024-06-28,คลองเตย,สำนักการโยธา,กรุงเทพมหานคร
359,ซอย,สุขุมวิท 49 (ซอยกลาง),ถนนสุขุมวิท,คลองแสนแสบ,8.00-12.00,2.084,2001-06-13,วัฒนา,สำนักการโยธา,กรุงเทพมหานคร
360,ซอย,สุขุมวิท 50 (ซอยเกษมสุวรรณ),ถนนสุขุมวิท,ถนนทางรถไฟสายเก่าปากน้ำ,7.90-37.10,1.317,2024-06-28,คลองเตย,สำนักการโยธา,กรุงเทพมหานคร
361,ซอย,สุขุมวิท 55 (ทองหล่อ),ถนนเพชรบุรีตัดใหม่,คลองแสนแสบ,23.20,0.118,2017-12-29,ห้วยขวาง,สำนักการโยธา,กรุงเทพมหานคร
361,ซอย,สุขุมวิท 55 (ทองหล่อ),ถนนสุขุมวิท,คลองแสนแสบ,25.00,2.248,2001-06-13,วัฒนา,สำนักการโยธา,กรุงเทพมหานคร
362,ซอย,สุขุมวิท 101,ถนนสุขุมวิท,สุดระยะ (บ้านเลขที่ 865),7.70-10.60,1.755,2011-04-19,พระโขนง,สำนักการโยธา,กรุงเทพมหานคร
363,ซอย,สุขุมวิท 101/1,ถนนสุขุมวิท,วัดวชิรธรรมสาธิต,13.00-20.20,3.12,2011-04-19,พระโขนง,สำนักการโยธา,กรุงเทพมหานคร
364,ซอย,อ่อนนุช 17 (ซอยสวนหลวง),ถนนอ่อนนุช,คลองบ้านป่า,11.00-13.80,2.5,2004-12-03,สวนหลวง,สำนักการโยธา,กรุงเทพมหานคร
364,ซอย,อ่อนนุช 17 (ซอยสวนหลวง),สามแยกซอยสวนหลวง ช่วงที่ 1,สี่แยกตะวันทอง,12.50-14.10,0.5,2004-12-03,สวนหลวง,สำนักการโยธา,กรุงเทพมหานคร
365,ซอย,ซอยอินทาปัจ 13,ถนนเพชรเกษม 69,ซอยวัดม่วง (เพชรเกษม 63),8.00-10.00,1.16,1985-05-10,บางแค,สำนักการโยธา,กรุงเทพมหานคร
